"","cap-shape","cap-surface","cap-color","bruises","odor","gill-attachment","gill-spacing","gill-size","gill-color","stalk-shape","stalk-root","stalk-surface-above-ring","stalk-surface-below-ring","stalk-color-above-ring","stalk-color-below-ring","veil-type","veil-color","ring-number","ring-type","spore-print-color","population","class"
"7642","b","s","g","f","n","f","w","b","p","e","?","k","s","w","w","p","w","t","p","w","s","e"
"7643","k","f","g","f","n","f","w","b","g","e","?","k","s","w","w","p","w","t","p","w","n","e"
"7644","k","f","g","f","n","f","w","b","p","e","?","k","k","w","w","p","w","t","p","w","n","e"
"7646","k","y","e","f","s","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"7648","k","y","e","f","s","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"7649","f","s","n","f","f","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"7651","k","s","w","f","n","f","w","b","w","e","?","k","k","w","w","p","w","t","p","w","s","e"
"7652","b","f","w","f","n","f","w","b","p","e","?","s","s","w","w","p","w","t","p","w","n","e"
"7654","k","y","e","f","s","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"7655","k","s","n","f","f","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"7656","k","s","n","f","y","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"7657","f","y","n","f","y","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"7658","x","s","e","f","f","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"7660","k","f","w","f","n","f","w","b","w","e","?","s","k","w","w","p","w","t","p","w","s","e"
"7661","k","s","n","f","y","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"7664","k","y","n","f","s","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"7665","b","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","o","o","p","y","c","e"
"7666","f","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","o","o","p","n","v","e"
"7667","k","y","e","f","s","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"7668","k","s","e","f","s","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"7669","k","y","n","f","s","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"7670","k","y","e","f","s","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"7671","k","y","n","f","f","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"7672","x","s","g","f","n","f","w","b","w","e","?","k","k","w","w","p","w","t","p","w","s","e"
"7674","f","y","c","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","w","v","e"
"7675","b","s","n","f","n","a","c","b","n","e","?","s","s","o","o","p","n","o","p","n","v","e"
"7676","k","s","e","f","y","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"7677","k","s","n","f","f","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"7678","k","y","n","f","f","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"7679","b","f","g","f","n","f","w","b","g","e","?","s","k","w","w","p","w","t","p","w","s","e"
"7681","b","f","w","f","n","f","w","b","p","e","?","k","k","w","w","p","w","t","p","w","s","e"
"7682","k","s","e","f","f","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"7684","k","y","e","f","f","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"7685","k","y","e","f","s","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"7688","k","y","n","f","s","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"7689","k","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","n","o","p","o","v","e"
"7690","k","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","n","o","p","n","v","e"
"7691","k","s","e","f","y","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"7692","k","s","e","f","s","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"7693","k","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","n","o","p","n","c","e"
"7694","k","s","n","f","y","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"7696","k","y","e","f","s","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"7697","k","y","e","f","f","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"7700","b","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","o","o","p","n","v","e"
"7701","k","s","e","f","s","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"7702","f","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","o","o","p","b","v","e"
"7704","k","y","e","f","y","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"7705","f","s","g","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","w","y","e"
"7706","x","s","p","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","w","v","e"
"7708","k","s","e","f","f","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"7709","k","y","e","f","f","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"7710","k","y","e","f","m","a","c","b","y","e","c","k","y","c","c","p","w","n","n","w","c","p"
"7711","b","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","n","o","p","o","v","e"
"7712","k","s","n","f","s","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"7714","x","s","e","f","f","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"7715","x","y","c","f","m","f","c","b","w","e","c","k","y","c","c","p","w","n","n","w","c","p"
"7716","f","s","n","f","s","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"7719","f","s","n","f","s","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"7720","k","s","n","f","y","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"7721","b","s","g","f","n","f","w","b","w","e","?","k","k","w","w","p","w","t","p","w","s","e"
"7723","f","s","n","f","s","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"7725","b","f","w","f","n","f","w","b","w","e","?","k","s","w","w","p","w","t","p","w","n","e"
"7726","x","f","w","f","n","f","w","b","g","e","?","s","s","w","w","p","w","t","p","w","n","e"
"7727","k","s","n","f","y","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"7728","x","y","n","f","m","a","c","b","y","e","c","k","y","c","c","p","w","n","n","w","c","p"
"7730","x","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","n","o","p","b","c","e"
"7731","k","s","e","f","f","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"7733","k","s","n","f","y","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"7734","k","y","e","f","s","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"7735","k","y","n","f","f","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"7736","k","s","e","f","f","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"7737","b","f","g","f","n","f","w","b","p","e","?","s","s","w","w","p","w","t","p","w","n","e"
"7738","k","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","n","o","p","y","v","e"
"7740","k","y","y","f","n","f","w","n","w","e","c","y","y","y","y","p","y","o","e","w","c","p"
"7741","k","s","w","f","n","f","w","b","p","e","?","k","s","w","w","p","w","t","p","w","n","e"
"7743","k","s","n","f","s","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"7744","k","f","g","f","n","f","w","b","p","e","?","s","k","w","w","p","w","t","p","w","s","e"
"7745","k","f","w","f","n","f","w","b","w","e","?","s","s","w","w","p","w","t","p","w","n","e"
"7746","f","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","n","o","p","b","c","e"
"7747","x","s","w","f","n","f","w","b","p","e","?","k","k","w","w","p","w","t","p","w","n","e"
"7748","b","s","g","f","n","f","w","b","w","e","?","k","k","w","w","p","w","t","p","w","n","e"
"7749","x","f","w","f","n","f","w","b","w","e","?","s","k","w","w","p","w","t","p","w","n","e"
"7750","k","f","w","f","n","f","w","b","p","e","?","k","s","w","w","p","w","t","p","w","n","e"
"7751","k","s","n","f","f","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"7752","k","y","e","f","s","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"7753","k","f","g","f","n","f","w","b","p","e","?","s","s","w","w","p","w","t","p","w","s","e"
"7754","x","s","w","f","n","f","w","b","p","e","?","s","s","w","w","p","w","t","p","w","s","e"
"7755","k","s","n","f","f","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"7756","k","y","n","f","s","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"7757","k","y","n","f","f","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"7759","k","s","e","f","s","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"7763","x","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","o","o","p","y","v","e"
"7765","k","s","e","f","s","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"7766","x","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","o","o","p","n","v","e"
"7769","k","y","e","f","s","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"7770","b","f","w","f","n","f","w","b","p","e","?","s","s","w","w","p","w","t","p","w","s","e"
"7771","k","y","n","f","f","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"7772","k","s","e","f","s","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"7773","b","s","g","f","n","f","w","b","w","e","?","s","k","w","w","p","w","t","p","w","s","e"
"7774","k","s","n","f","y","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"7775","x","s","n","f","y","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"7776","k","y","e","f","f","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"7777","x","s","w","f","n","f","w","b","p","e","?","s","s","w","w","p","w","t","p","w","n","e"
"7778","x","s","w","f","n","f","w","b","g","e","?","k","k","w","w","p","w","t","p","w","s","e"
"7781","k","s","e","f","y","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"7783","b","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","o","o","p","o","v","e"
"7784","b","f","g","f","n","f","w","b","w","e","?","s","k","w","w","p","w","t","p","w","n","e"
"7785","k","s","e","f","f","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"7786","k","s","n","f","s","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"7787","f","y","n","f","f","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"7790","k","y","n","f","y","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"7791","k","s","w","f","n","f","w","b","w","e","?","s","s","w","w","p","w","t","p","w","s","e"
"7792","b","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","o","o","p","b","c","e"
"7794","k","s","n","f","y","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"7795","k","s","e","f","s","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"7796","k","s","w","f","n","f","w","b","p","e","?","s","k","w","w","p","w","t","p","w","n","e"
"7797","k","y","e","f","y","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"7800","k","y","e","f","s","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"7801","k","y","n","f","s","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"7802","f","y","c","f","m","a","c","b","w","e","c","k","y","c","c","p","w","n","n","w","c","p"
"7803","x","s","n","f","s","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"7804","k","f","g","f","n","f","w","b","w","e","?","k","s","w","w","p","w","t","p","w","s","e"
"7805","k","s","e","f","y","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"7808","k","s","n","f","n","a","c","b","n","e","?","s","s","o","o","p","n","o","p","b","c","e"
"7809","k","s","n","f","s","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"7811","b","f","w","f","n","f","w","b","p","e","?","s","k","w","w","p","w","t","p","w","n","e"
"7812","x","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","o","o","p","y","v","e"
"7814","f","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","n","o","p","o","c","e"
"7816","k","s","e","f","s","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"7818","x","s","g","f","n","f","w","b","w","e","?","k","k","w","w","p","w","t","p","w","n","e"
"7820","k","y","n","f","f","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"7821","k","y","e","f","m","f","c","b","w","e","c","k","y","c","c","p","w","n","n","w","c","p"
"7823","k","y","n","f","f","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"7824","x","f","w","f","n","f","w","b","p","e","?","k","s","w","w","p","w","t","p","w","s","e"
"7825","k","y","e","f","f","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"7826","b","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","n","o","p","b","v","e"
"7829","b","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","n","o","p","y","v","e"
"7830","f","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","n","o","p","n","v","e"
"7831","k","s","g","f","n","f","w","b","w","e","?","k","k","w","w","p","w","t","p","w","n","e"
"7832","f","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","o","o","p","y","c","e"
"7833","k","y","e","f","y","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"7834","b","s","n","f","n","a","c","b","n","e","?","s","s","o","o","p","n","o","p","b","v","e"
"7835","k","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","o","o","p","n","c","e"
"7836","k","y","e","f","y","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"7837","f","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","o","o","p","n","c","e"
"7838","k","s","e","f","f","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"7840","k","y","n","f","y","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"7843","x","s","g","f","n","f","w","b","w","e","?","k","s","w","w","p","w","t","p","w","s","e"
"7844","x","s","g","f","n","f","w","b","g","e","?","k","k","w","w","p","w","t","p","w","s","e"
"7845","k","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","n","o","p","b","v","e"
"7847","k","y","e","f","y","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"7848","x","f","g","f","n","f","w","b","w","e","?","k","k","w","w","p","w","t","p","w","n","e"
"7850","k","y","e","f","s","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"7851","k","y","n","f","f","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"7852","k","s","e","f","f","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"7853","k","y","n","f","s","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"7854","k","y","e","f","s","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"7857","k","s","e","f","y","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"7858","k","s","e","f","s","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"7860","x","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","o","o","p","o","c","e"
"7862","k","s","n","f","f","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"7864","k","s","n","f","s","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"7865","x","y","e","f","f","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"7866","k","y","e","f","f","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"7869","k","s","e","f","f","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"7870","k","y","e","f","f","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"7871","k","s","w","f","n","f","w","b","g","e","?","k","s","w","w","p","w","t","p","w","n","e"
"7872","b","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","o","o","p","b","v","e"
"7873","k","s","w","f","n","f","w","b","p","e","?","k","k","w","w","p","w","t","p","w","n","e"
"7874","k","s","e","f","s","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"7875","k","y","n","f","f","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"7876","k","s","e","f","y","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"7877","k","s","n","f","y","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"7878","x","s","n","f","s","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"7879","k","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","o","o","p","n","c","e"
"7880","k","s","n","f","f","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"7882","k","y","e","f","f","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"7884","f","s","e","f","y","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"7887","f","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","o","o","p","b","v","e"
"7888","x","y","n","f","n","f","c","b","w","e","b","y","y","n","n","p","w","t","p","w","y","e"
"7891","b","s","w","f","n","f","w","b","g","e","?","s","k","w","w","p","w","t","p","w","s","e"
"7894","x","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","o","o","p","n","c","e"
"7895","x","s","g","f","n","f","w","b","p","e","?","s","k","w","w","p","w","t","p","w","s","e"
"7896","x","s","g","f","n","f","w","b","g","e","?","k","k","w","w","p","w","t","p","w","n","e"
"7897","f","y","n","f","y","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"7898","f","y","n","f","s","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"7899","f","y","g","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","w","v","e"
"7900","k","s","e","f","y","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"7902","k","y","n","f","s","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"7904","x","s","e","f","f","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"7905","x","f","g","f","n","f","w","b","p","e","?","k","s","w","w","p","w","t","p","w","s","e"
"7906","f","s","n","f","n","a","c","b","n","e","?","s","s","o","o","p","o","o","p","n","v","e"
